task,model,temperature,sample_idx,prompt_id,raw,answer_norm
fruitb,qwen2.5:7b,0.0,0,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,1,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,2,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,3,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,4,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,5,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,6,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,7,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,8,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,9,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,10,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,11,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,12,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,13,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,14,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,15,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,16,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,17,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,18,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,19,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,20,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,21,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,22,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,23,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,24,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,25,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,26,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,27,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,28,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,29,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,30,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,31,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,32,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,33,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,34,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,35,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,36,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,37,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,38,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,39,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,40,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,41,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,42,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,43,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,44,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,45,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,46,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,47,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,48,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,49,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,50,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,51,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,52,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,53,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,54,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,55,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,56,diversity_push,blueberry,blueberry
fruitb,qwen2.5:7b,0.0,57,diversity_push,blueberry,blueberry
