question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,aquatic ape,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,1,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,2,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,3,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,4,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,5,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,6,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,7,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,8,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,9,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,10,apes,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,11,aquatic ape,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,12,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,13,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,14,albatross,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,15,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,16,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,17,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,18,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,19,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,0,architect assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,1,architect assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,2,apothecary,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,3,actor,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,4,airline pilot,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,5,artist assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,6,apothecary assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,7,artist assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,8,airline pilot,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,9,artist assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,10,artist assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,11,aircraft assembler,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,12,architect assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,13,actor,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,14,accountant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,15,actor,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,16,apothecary assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,17,"actor
assistant
architect
artist
accountant",mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,18,artist,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q002,A,Jobs,19,accountant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,0,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,1,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,2,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,3,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,4,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,5,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,6,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,7,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,8,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,9,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,10,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
Q003,B,Fruits,11,blueberry,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p1
