question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,1,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,2,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,3,aardvark,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,4,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,5,aardvark,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,6,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,7,aardvark,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,8,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,9,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,10,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,11,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,12,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,13,aardvark,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,14,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,15,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,16,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,17,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,18,aardvark,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q001,A,Animals,19,antelope,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,0,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,1,architect assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,2,artist assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,3,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,4,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,5,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,6,artist assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,7,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,8,architect assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,9,artist assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,10,aircraft assembler,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,11,actor,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,12,airline pilot,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,13,airline pilot,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,14,airline pilot,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,15,architect assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,16,architect assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,17,airline pilot,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,18,artist assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q002,A,Jobs,19,artist assistant,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q003,B,Fruits,0,blueberry,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
Q003,B,Fruits,1,blueberry,mistral:7b,mistral_7b,0.4,40,crossmodel_mistral_T0.4_p1
