question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,1,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,2,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,3,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,4,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,5,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,6,addax,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,7,addax,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,8,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,9,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,10,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,11,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,12,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,13,addax,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,14,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,15,aardvark,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,16,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
Q001,A,Animals,17,alligator,llama3.2:3b,llama32_3b_player2,0.8,40,crossmodel_llama_T0.8_p1
