source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,0,alpaca,alpaca,1,0,1,Q001::0
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,1,koala,koala,0,0,0,Q001::1
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,2,alligator,alligator,1,0,1,Q001::2
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,3,antelope,antelope,1,0,1,Q001::3
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,4,koala,koala,0,0,0,Q001::4
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,5,alpaca,alpaca,1,0,1,Q001::5
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,6,alpaca,alpaca,1,0,1,Q001::6
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,7,koala,koala,0,0,0,Q001::7
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,8,alpaca,alpaca,1,0,1,Q001::8
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,9,alpaca,alpaca,1,0,1,Q001::9
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,10,alpaca,alpaca,1,0,1,Q001::10
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,11,alpaca,alpaca,1,0,1,Q001::11
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,12,alpaca,alpaca,1,0,1,Q001::12
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,13,alpaca,alpaca,1,0,1,Q001::13
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,14,alpaca,alpaca,1,0,1,Q001::14
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,15,alpaca,alpaca,1,0,1,Q001::15
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,16,alligator,alligator,1,0,1,Q001::16
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,17,alpaca,alpaca,1,0,1,Q001::17
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,18,alpaca,alpaca,1,0,1,Q001::18
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q001,A,Animals,19,alpaca,alpaca,1,0,1,Q001::19
Part3/outputs/answers_qwen25_7b_prompt2.csv,answers_qwen25_7b_prompt2,Q002,A,Jobs,0,accountant,accountant,1,0,1,Q002::0
