source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,0,aardvark,aardvark,1,1,0,Q001::0
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,1,alligator,alligator,1,1,0,Q001::1
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,2,aardvark,aardvark,1,0,1,Q001::2
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,3,aardvark,aardvark,1,1,0,Q001::3
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,4,aardvark,aardvark,1,1,0,Q001::4
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,5,alligator,alligator,1,0,1,Q001::5
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,6,alligator,alligator,1,0,1,Q001::6
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,7,alligator,alligator,1,0,1,Q001::7
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,8,aardvark,aardvark,1,0,1,Q001::8
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,9,aardvark,aardvark,1,1,0,Q001::9
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,10,alligator,alligator,1,0,1,Q001::10
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,11,aardvark,aardvark,1,0,1,Q001::11
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,12,alligator,alligator,1,1,0,Q001::12
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,13,alligator,alligator,1,0,1,Q001::13
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,14,alligator,alligator,1,1,0,Q001::14
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,15,alligator,alligator,1,0,1,Q001::15
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,16,aardvark,aardvark,1,0,1,Q001::16
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,17,alligator,alligator,1,1,0,Q001::17
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,18,aardvark,aardvark,1,1,0,Q001::18
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q001,A,Animals,19,aardvark,aardvark,1,1,0,Q001::19
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q002,A,Jobs,0,accountant,accountant,1,1,0,Q002::0
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q002,A,Jobs,1,accountant,accountant,1,1,0,Q002::1
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q002,A,Jobs,2,accountant,accountant,1,1,0,Q002::2
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q002,A,Jobs,3,accountant,accountant,1,0,1,Q002::3
Part3/outputs/answers_llama32_3b.csv,answers_llama32_3b,Q002,A,Jobs,4,assistant accountant,assistant accountant,1,0,1,Q002::4
