question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,1,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,2,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,3,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,4,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,5,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,6,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,7,apache ant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,8,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,9,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,10,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,11,antelope,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,12,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,13,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,14,aardvark,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,15,albatross,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,16,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,17,apache ant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,18,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q001,A,Animals,19,armadillo,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,0,"accountant
assistant
architect
actor
artist",mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,1,architect assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,2,apothecaryassistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,3,architect assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,4,appliance repairer,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,5,air traffic controller,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,6,apartment manager,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,7,artist's assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
Q002,A,Jobs,8,actor's assistant,mistral:7b,mistral_7b,0.8,40,crossmodel_mistral_T0.8_p2
