question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,albatross,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,1,antelope,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,2,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,3,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,4,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,5,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,6,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,7,antelope,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,8,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,9,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,10,albatross,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,11,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,12,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,13,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,14,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,15,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,16,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,17,antelope,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,18,albatross,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
Q001,A,Animals,19,aardvark,mistral:7b,mistral_7b_player2,0.8,40,crossmodel_mistral_T0.8_p1
