task,model,temperature,sample_idx,prompt_id,raw,answer_norm
fruitb,qwen2.5:7b,0.0,0,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,1,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,2,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,3,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,4,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,5,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,6,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,7,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,8,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,9,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,10,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,11,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,12,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,13,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,14,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,15,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,16,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,17,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,18,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,19,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,20,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,21,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,22,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,23,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,24,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,25,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,26,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,27,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,28,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,29,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,30,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,31,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,32,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,33,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,34,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,35,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,36,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,37,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,38,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,39,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,40,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,41,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,42,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,43,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,44,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,45,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,46,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,47,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,48,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,49,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,50,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,51,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,52,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,53,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,54,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,55,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,56,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,57,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,58,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,59,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,60,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,61,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,62,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,63,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,64,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,65,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,66,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,67,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,68,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,69,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,70,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,71,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,72,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,73,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,74,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,75,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,76,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,77,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,78,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,79,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,80,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,81,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,82,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,83,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,84,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,85,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,86,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,87,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,88,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,89,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,90,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,91,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,92,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,93,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,94,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,95,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,96,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,97,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,98,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,99,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,100,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,101,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,102,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,103,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,104,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,105,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,106,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,107,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,108,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,109,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,110,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,111,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,112,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,113,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,114,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,115,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,116,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,117,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,118,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,119,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,120,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,121,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,122,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,123,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,124,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,125,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,126,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,127,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,128,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,129,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,130,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,131,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,132,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,133,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,134,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,135,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,136,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,137,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,138,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,139,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,140,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,141,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,142,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,143,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,144,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,145,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,146,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,147,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,148,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,149,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,150,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,151,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,152,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,153,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,154,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,155,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,156,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,157,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,158,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,159,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,160,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,161,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,162,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,163,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,164,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,165,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,166,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,167,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,168,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,169,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,170,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,171,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,172,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,173,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,174,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,175,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,176,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,177,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,178,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,179,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,180,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,181,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,182,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,183,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,184,enumerate_then_pick,banana,banana
fruitb,qwen2.5:7b,0.0,185,enumerate_then_pick,banana,banana
