question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,albatross,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,1,alligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,2,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,3,antelope,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,4,alligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,5,antelope,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,6,aligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,7,aardvark,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,8,albatross,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,9,aligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,10,alligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,11,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,12,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,13,albatross,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,14,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,15,antelope,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,16,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,17,alligator,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,18,aardvark,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q001,A,Animals,19,alpaca,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,0,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,1,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,2,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,3,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,4,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,5,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,6,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,7,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,8,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,9,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,10,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,11,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,12,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,13,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,14,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,15,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,16,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,17,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,18,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q002,A,Jobs,19,accountant,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,0,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,1,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,2,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,3,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,4,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,5,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,6,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,7,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,8,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,9,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,10,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,11,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,12,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,13,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,14,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,15,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,16,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,17,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,18,blueberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q003,B,Fruits,19,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,0,red balloon,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,1,bouquet,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,2,basketball,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,3,baseball cap,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,4,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,5,red apple,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,6,butteriska,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,7,basketball,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,8,berry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,9,brick,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,10,baseball,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,11,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,12,strawberry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,13,blood,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,14,bottle,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,15,blood,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,16,banana,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,17,bright red apple,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,18,basketball,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q004,B,Things that are red,19,red berry,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,0,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,1,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,2,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,3,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,4,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,5,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,6,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,7,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,8,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,9,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,10,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,11,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,12,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,13,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,14,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,15,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,16,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,17,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,18,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q005,C,Countries,19,canada,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,0,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,1,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,2,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,3,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,4,checkers,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,5,checkers,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,6,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,7,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,8,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,9,checkers,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,10,checkers,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,11,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,12,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,13,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,14,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,15,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,16,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,17,checkers,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,18,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
Q006,C,Board games,19,chess,qwen2.5:7b,player1,1.5,40,selfplay_qwen_v1
