source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,0,albatross,albatross,1,0,1,Q001::0
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,1,alligator,alligator,1,0,1,Q001::1
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,2,aardvark,aardvark,1,0,1,Q001::2
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,3,aardvark,aardvark,1,0,1,Q001::3
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,4,aardvark,aardvark,1,0,1,Q001::4
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,5,alpaca,alpaca,1,0,1,Q001::5
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,6,alpaca,alpaca,1,0,1,Q001::6
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,7,albatross,albatross,1,0,1,Q001::7
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,8,alligator,alligator,1,0,1,Q001::8
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,9,antelope,antelope,1,0,1,Q001::9
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,10,alligator,alligator,1,0,1,Q001::10
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,11,antelope,antelope,1,0,1,Q001::11
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,12,alpaca,alpaca,1,0,1,Q001::12
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,13,aardvark,aardvark,1,0,1,Q001::13
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,14,aligator,aligator,0,0,0,Q001::14
Part2/outputs/answers_player1_T5.0.csv,answers_player1_T5.0,Q001,A,Animals,15,antelope,antelope,1,0,1,Q001::15
