question_id,letter,category,round_idx,answer,model,player_id,temperature,top_k,prompt_id
Q001,A,Animals,0,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,1,antelope,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,2,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,3,albatross,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,4,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,5,aardvark,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,6,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,7,albatross,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,8,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,9,antelope,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,10,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,11,alligator,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,12,alligator,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,13,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,14,albatross,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,15,albatross,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,16,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,17,alpaca,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,18,albatross,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q001,A,Animals,19,antelope,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q002,A,Jobs,0,accountant,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q002,A,Jobs,1,accountant,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q002,A,Jobs,2,accountant,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q002,A,Jobs,3,accountant,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
Q002,A,Jobs,4,accountant,qwen2.5:7b,qwen2.5_7b,0.8,40,selfplay_qwen_v1
