source_file,player_id,question_id,letter,category,round_idx,answer_raw,answer_norm,valid,collision,score,round_key
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,0,alligator,alligator,1,0,1,Q001::0
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,1,antelope,antelope,1,0,1,Q001::1
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,2,alligator,alligator,1,0,1,Q001::2
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,3,alligator,alligator,1,0,1,Q001::3
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,4,alpaca,alpaca,1,0,1,Q001::4
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,5,alpaca,alpaca,1,1,0,Q001::5
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,6,alpaca,alpaca,1,0,1,Q001::6
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,7,panda,panda,1,0,1,Q001::7
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,8,alpaca,alpaca,1,0,1,Q001::8
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,9,alligator,alligator,1,0,1,Q001::9
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,10,antelope,antelope,1,0,1,Q001::10
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,11,albatross,albatross,1,0,1,Q001::11
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,12,alpaca,alpaca,1,1,0,Q001::12
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,13,alpaca,alpaca,1,0,1,Q001::13
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,14,alpaca,alpaca,1,0,1,Q001::14
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,15,alpaca,alpaca,1,0,1,Q001::15
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,16,alpaca,alpaca,1,1,0,Q001::16
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,17,alligator,alligator,1,0,1,Q001::17
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,18,alpaca,alpaca,1,1,0,Q001::18
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q001,A,Animals,19,alpaca,alpaca,1,0,1,Q001::19
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,0,accountant,accountant,1,1,0,Q002::0
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,1,accountant,accountant,1,1,0,Q002::1
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,2,accountant,accountant,1,1,0,Q002::2
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,3,accountant,accountant,1,1,0,Q002::3
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,4,accountant,accountant,1,1,0,Q002::4
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,5,accountant,accountant,1,1,0,Q002::5
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,6,accountant,accountant,1,1,0,Q002::6
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,7,autoworker,autoworker,1,0,1,Q002::7
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,8,accountant,accountant,1,1,0,Q002::8
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,9,accountant,accountant,1,1,0,Q002::9
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,10,accountant,accountant,1,1,0,Q002::10
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,11,accountant,accountant,1,1,0,Q002::11
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,12,accountant,accountant,1,1,0,Q002::12
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,13,accountant,accountant,1,0,1,Q002::13
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,14,accountant,accountant,1,1,0,Q002::14
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,15,accountant,accountant,1,1,0,Q002::15
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,16,accountant,accountant,1,1,0,Q002::16
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,17,accountant,accountant,1,1,0,Q002::17
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,18,accountant,accountant,1,1,0,Q002::18
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q002,A,Jobs,19,accountant,accountant,1,1,0,Q002::19
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,0,blueberry,blueberry,1,1,0,Q003::0
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,1,blueberry,blueberry,1,1,0,Q003::1
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,2,blueberry,blueberry,1,1,0,Q003::2
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,3,blueberry,blueberry,1,1,0,Q003::3
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,4,blueberry,blueberry,1,1,0,Q003::4
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,5,banana,banana,1,0,1,Q003::5
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,6,blueberry,blueberry,1,1,0,Q003::6
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,7,blueberry,blueberry,1,1,0,Q003::7
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,8,blueberry,blueberry,1,1,0,Q003::8
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,9,blueberry,blueberry,1,0,1,Q003::9
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,10,blueberry,blueberry,1,0,1,Q003::10
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,11,blueberry,blueberry,1,1,0,Q003::11
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,12,blueberry,blueberry,1,1,0,Q003::12
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,13,blueberry,blueberry,1,1,0,Q003::13
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,14,blueberry,blueberry,1,1,0,Q003::14
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,15,banana,banana,1,0,1,Q003::15
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,16,blueberry,blueberry,1,1,0,Q003::16
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,17,blueberry,blueberry,1,1,0,Q003::17
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,18,blueberry,blueberry,1,1,0,Q003::18
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q003,B,Fruits,19,blueberry,blueberry,1,1,0,Q003::19
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,0,strawberry,strawberry,1,0,1,Q004::0
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,1,strawberry,strawberry,1,0,1,Q004::1
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,2,stop sign,stop sign,1,0,1,Q004::2
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,3,strawberry,strawberry,1,0,1,Q004::3
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,4,stop sign,stop sign,1,1,0,Q004::4
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,5,stop sign,stop sign,1,1,0,Q004::5
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,6,stop sign,stop sign,1,1,0,Q004::6
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,7,strawberry,strawberry,1,0,1,Q004::7
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,8,strawberry,strawberry,1,0,1,Q004::8
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,9,stop sign,stop sign,1,1,0,Q004::9
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,10,stop sign,stop sign,1,1,0,Q004::10
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,11,stop sign,stop sign,1,1,0,Q004::11
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,12,stop sign,stop sign,1,1,0,Q004::12
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,13,stop sign,stop sign,1,0,1,Q004::13
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,14,stop sign,stop sign,1,1,0,Q004::14
Part2/outputs/answers_player1_prompt2.csv,answers_player1_prompt2,Q004,B,Things that are red,15,stop sign,stop sign,1,1,0,Q004::15
